pickup_latitude,pickup_longitude
40.762413,-73.989754
40.745811,-73.977997
40.764641,-73.970276
40.758423,-73.986229
40.742699,-73.977455
40.736481,-73.988571
40.753212,-73.974464
40.708401,-74.011726
40.757320,-73.989250
40.749542,-73.978058
40.743328,-73.984222
40.763451,-73.968391
40.696220,-73.987267
40.730415,-73.989014
40.756882,-73.973640
40.723454,-73.996155
40.744083,-73.995224
40.739231,-73.991608
40.739014,-73.991020
40.764771,-73.977310
40.759632,-73.981300
40.743587,-73.983788
40.759716,-73.976395
40.749069,-73.982033
40.725815,-73.996193
40.744133,-74.006721
40.739868,-74.002800
40.719429,-73.991325
40.730061,-73.957634
40.728519,-73.975632
40.717030,-73.956429
40.710354,-73.958382
40.730206,-73.989311
40.711945,-74.008049
40.738781,-74.003494
40.724957,-73.995560
40.724995,-73.987305
40.778309,-73.953514
40.742317,-73.981728
40.738953,-73.987930
40.765919,-73.991043
40.732697,-73.996033
40.726929,-73.995819
40.746830,-73.997215
40.729485,-73.983910
40.748131,-73.974022
40.756474,-73.989639
40.784016,-73.979736
40.772911,-73.952286
40.732143,-73.984535
40.763699,-73.921814
40.769955,-73.990486
40.739697,-74.002281
40.733074,-74.007416
40.763443,-73.977165
40.765003,-73.948425
40.764042,-73.954544
40.746708,-73.986069
40.725632,-73.983833
40.735348,-73.989822
40.736713,-73.995354
40.752731,-73.986153
40.760551,-73.958199
40.706371,-74.010071
40.808025,-73.964127
40.790783,-73.953560
40.770359,-73.956322
40.657368,-73.807304
40.657368,-73.807304
40.770035,-73.981819
40.714436,-74.006035
40.735516,-74.001686
40.732674,-73.987648
40.733208,-73.993538
40.751999,-73.993553
40.725655,-73.992218
40.703979,-74.011452
40.726349,-73.991539
40.703575,-74.011566
40.681644,-73.998451
40.711594,-74.007652
40.769444,-73.863457
40.749577,-73.992821
40.752777,-73.970238
40.727436,-73.982986
40.740643,-74.004913
40.752071,-73.978592
40.757378,-73.985550
40.730621,-73.983192
40.772259,-73.952568
40.772339,-73.982605
40.768436,-73.957787
40.786518,-73.950462
40.775883,-73.960487
40.764107,-73.954315
40.737801,-74.004494
40.763756,-73.975426
40.733585,-74.003334
40.733585,-74.003334
40.730434,-74.001717
40.743389,-73.988213
40.739552,-74.002647
40.755775,-73.987099
40.736141,-73.993355
40.782047,-73.953354
40.752560,-73.975197
40.731266,-73.982567
40.764149,-73.964775
40.763481,-73.954063
40.722530,-73.987061
40.771351,-73.956566
40.731152,-73.993790
40.718910,-74.004959
40.771053,-73.956741
40.753593,-73.985016
40.755939,-73.979179
40.752831,-73.981255
40.744465,-73.995598
40.727623,-73.986336
40.680542,-73.974831
40.685951,-73.983505
40.671799,-73.987396
40.716824,-74.009155
40.736328,-73.992386
40.745438,-73.977715
40.765327,-73.963638
40.732117,-73.985054
40.714512,-73.990387
40.722855,-73.998001
40.748043,-73.977547
40.764259,-73.971550
40.755161,-73.987099
40.740608,-73.989075
40.711807,-74.009262
40.728191,-73.988541
40.685814,-73.991234
40.716259,-73.959381
40.717953,-73.959274
40.733902,-73.989380
40.727570,-73.992111
40.721722,-73.987282
40.718311,-73.959946
40.768215,-73.910782
40.725750,-73.995033
40.732494,-73.993759
40.680584,-73.994583
40.714916,-73.952095
40.717323,-73.959320
40.721073,-73.987228
40.740913,-73.985970
40.744762,-73.977898
40.734364,-74.002449
40.734421,-74.000069
40.739082,-73.983299
40.725307,-73.987251
40.737255,-73.992775
40.741524,-73.997543
40.725201,-73.986893
40.724716,-73.984825
40.748402,-73.986855
40.743557,-74.003632
40.750347,-74.004395
40.727810,-73.982269
40.736267,-73.982086
40.779305,-73.959999
40.771965,-73.965630
40.766064,-73.963341
40.766739,-73.953903
40.763229,-73.973686
40.778671,-73.988525
40.760132,-73.985886
40.759373,-73.985878
40.745075,-73.997917
40.724892,-74.002808
40.728394,-73.981850
40.739391,-73.995399
40.754696,-73.983879
40.754978,-73.992302
40.737770,-73.990128
40.771748,-73.950912
40.742111,-73.974823
40.765640,-73.954750
40.758656,-73.985924
40.735527,-73.994003
40.731709,-73.982376
40.778004,-73.952110
40.772434,-73.958237
40.750252,-73.991043
40.734959,-73.982697
40.734158,-73.989502
40.746868,-73.984276
40.769386,-73.862755
40.733753,-73.995201
40.736263,-73.991241
40.727917,-73.990860
40.745663,-73.985664
40.723503,-73.998489
40.731956,-74.001442
40.735302,-73.991837
40.721600,-73.988815
40.746269,-73.977837
40.739857,-73.988396
40.751743,-73.990822
40.775928,-73.962463
40.791729,-73.973228
40.764320,-73.969688
40.708035,-74.011421
40.720982,-73.987961
40.728569,-73.999931
40.731380,-74.001205
40.765305,-73.982780
40.772633,-73.955544
40.754559,-73.973167
40.765881,-73.966003
40.776295,-73.982391
40.727448,-73.985344
40.758556,-73.971893
40.777355,-73.948990
40.756832,-73.971344
40.739204,-73.999176
40.728573,-74.004349
40.740299,-73.990562
40.709400,-74.010284
40.674778,-73.981163
40.707081,-74.012924
40.733044,-73.992966
40.814873,-73.958832
40.783741,-73.977432
40.732784,-73.981781
40.683613,-73.997711
40.740356,-73.986214
40.740356,-73.986214
40.738667,-73.983276
40.723324,-73.988327
40.733391,-73.987488
40.724457,-73.984787
40.726006,-73.983467
40.754639,-73.984482
40.736977,-74.005348
40.742706,-73.996666
40.729813,-73.981094
40.729519,-73.991646
40.739620,-74.002106
40.738773,-74.007919
40.769032,-73.862793
40.775154,-73.959023
40.764874,-73.973465
40.805428,-73.965950
40.726707,-73.994453
40.733582,-73.999596
40.740753,-73.989601
40.772552,-73.955551
40.752266,-73.974609
40.733608,-73.976593
40.744987,-73.986549
40.740749,-74.005356
40.729141,-73.992081
40.779461,-73.955254
40.759964,-73.981689
40.764618,-73.980011
40.759331,-73.985672
40.725231,-73.995483
40.744701,-73.987068
40.753288,-73.984962
40.702503,-73.988914
40.763271,-73.969650
40.751324,-73.971481
40.723000,-73.993927
40.731186,-73.982231
40.729713,-74.002045
40.725006,-73.981201
40.729736,-73.986794
40.789536,-73.979240
40.776932,-73.959175
40.772949,-73.981873
40.772305,-73.955803
40.782669,-73.974953
40.783546,-73.977921
40.777821,-73.951698
40.755898,-73.967918
40.769821,-73.991776
40.729572,-73.978065
40.783829,-73.977760
40.757347,-73.966934
40.762703,-73.985832
40.725822,-73.991875
40.738647,-73.999489
40.734535,-74.006371
40.706333,-74.012520
40.826565,-73.950089
40.779377,-73.950615
40.668880,-73.986465
40.679459,-73.999565
40.724926,-74.002541
40.769058,-73.862740
40.769058,-73.862740
40.748585,-73.992302
40.753998,-73.981339
40.728745,-73.987564
40.732452,-73.984840
40.746227,-74.001595
40.725304,-73.984131
40.723854,-74.002693
40.758469,-73.975578
40.759682,-73.965660
40.735786,-73.985313
40.749535,-73.977509
40.744064,-73.995506
40.740143,-74.006134
40.769070,-73.862793
40.795242,-73.971527
40.756180,-73.986916
40.751328,-73.977768
40.736412,-73.984985
40.726086,-73.989487
40.734863,-73.990318
40.719704,-74.005508
40.727417,-73.993484
40.755001,-73.973892
40.788486,-73.970734
40.711388,-74.010963
40.739811,-74.005440
40.745323,-73.986862
40.757710,-73.981918
40.751507,-73.990913
40.756447,-73.983955
40.765194,-73.980217
40.771515,-73.982330
40.737957,-73.987770
40.724064,-73.992775
40.714226,-73.997452
40.749283,-73.972931
40.728329,-73.984879
40.755016,-73.971519
40.723671,-73.979095
40.753345,-73.983650
40.730640,-74.004448
40.720325,-73.989685
40.724834,-73.978310
40.719067,-73.985016
40.721706,-74.006409
0.000000,0.000000
40.729412,-73.987900
40.759026,-73.989914
40.757759,-73.982964
40.750111,-74.002434
40.739803,-74.002434
40.752712,-73.992226
40.751186,-73.994049
40.735226,-73.979843
40.751247,-73.994049
40.758186,-73.969177
40.762058,-73.965714
40.759640,-73.987709
40.749565,-73.976624
40.704105,-74.008835
40.771683,-73.982674
40.764530,-73.975426
40.767403,-73.968750
40.780182,-73.961464
40.757679,-73.985069
40.763000,-73.982178
40.733627,-73.990944
40.719769,-73.998497
40.746460,-73.979218
40.732075,-73.988029
40.712326,-74.007210
40.758179,-73.977333
40.764038,-73.992157
40.779671,-73.981667
40.734100,-73.989937
40.783108,-73.947975
40.758427,-73.962616
40.648518,-73.782959
40.762604,-73.976280
40.740643,-73.987083
40.645046,-73.777214
40.747139,-73.977165
40.731602,-73.985504
40.758038,-73.988571
40.703747,-74.010262
40.750523,-73.974930
40.771149,-73.979279
40.681477,-73.993935
40.675694,-73.971138
40.774075,-73.872299
40.711967,-74.008591
40.765331,-73.965866
40.777309,-73.952499
40.765934,-73.983322
40.782253,-73.971451
40.758408,-73.968307
40.777576,-73.978760
40.767883,-73.981049
40.756550,-73.981606
40.725887,-73.994720
40.756107,-73.972565
40.729126,-73.992119
0.000000,0.000000
40.751282,-74.004883
40.742100,-74.007759
40.724560,-73.981522
40.717098,-73.989708
40.724861,-73.995522
40.723202,-73.982697
40.724319,-73.950996
40.716690,-73.962387
40.729946,-73.861351
40.718590,-74.000748
40.712292,-73.955772
40.685852,-73.988503
40.735737,-73.990150
40.641212,-73.948532
40.709393,-74.011665
40.733765,-74.006165
40.745029,-73.987305
40.749989,-73.994164
40.774723,-73.955612
40.757969,-73.966362
40.748337,-73.971176
40.752567,-73.977638
40.760506,-73.984993
40.748219,-73.993942
40.764572,-73.972984
40.766727,-73.960213
40.755295,-73.982468
40.736946,-73.991356
40.743793,-73.988045
40.722710,-73.989456
40.717022,-73.991058
40.747459,-74.004082
40.731667,-73.988327
40.718960,-74.005005
40.787922,-73.944221
40.756264,-73.998672
40.760788,-73.990692
40.785641,-73.976418
40.701950,-73.989525
40.733078,-73.998199
40.748642,-73.972984
40.739868,-73.990471
40.738167,-74.004128
40.752171,-73.989922
40.731625,-74.001099
40.721062,-74.010017
40.706188,-74.006447
40.725941,-73.983604
40.732288,-73.992485
40.724457,-73.981766
40.706959,-74.004326
40.750381,-73.985245
40.728874,-73.981361
40.738041,-74.000175
40.737961,-73.983711
40.724354,-73.987556
40.731358,-74.003181
40.726929,-73.979874
40.727467,-73.985344
40.738029,-73.987801
40.748055,-73.992462
40.729900,-73.983597
40.749046,-73.995682
40.716316,-73.996468
40.726425,-74.007515
40.732986,-73.991264
40.749603,-73.972404
40.739433,-74.006218
40.759323,-73.991943
40.761730,-73.983772
40.731823,-73.983498
40.738232,-74.003990
40.736496,-74.001297
40.743694,-74.007027
40.731861,-73.982338
40.754082,-73.995850
40.751736,-73.977905
40.738735,-73.983284
40.753792,-73.989616
40.725636,-74.003906
40.737263,-73.992729
40.751621,-73.982063
40.733761,-73.988258
40.740189,-73.986465
40.769184,-73.862808
40.707699,-74.011681
40.733143,-74.006409
40.736408,-74.001266
40.732121,-74.005440
40.751102,-73.994232
40.755001,-73.974419
40.749859,-73.972542
40.774368,-73.945145
40.775936,-73.910347
40.770588,-73.865524
40.736267,-73.998009
40.757206,-73.970695
40.757206,-73.970695
40.758873,-73.988739
40.762695,-73.978653
40.756580,-73.990547
40.773930,-73.954697
40.760696,-73.983650
40.726257,-73.983330
40.718937,-73.961021
40.714378,-73.960892
40.731491,-73.982300
40.716267,-73.959534
40.781418,-73.975990
40.749977,-73.995018
40.750923,-73.990807
40.679462,-73.999573
40.751122,-73.993912
40.734959,-73.983124
40.728008,-73.982056
40.750656,-73.991501
40.766788,-73.979164
40.759968,-73.994560
40.734364,-74.006172
40.743225,-73.988388
40.732838,-73.991356
40.710453,-74.011093
40.727180,-73.982681
40.734509,-73.998833
40.722607,-73.988914
40.758266,-73.969055
40.768753,-73.967941
40.769230,-73.961151
40.761147,-73.971451
40.725037,-73.981316
40.731773,-74.000854
40.738007,-73.992050
40.756001,-73.975304
40.723709,-73.990883
40.702244,-74.011215
40.705467,-74.009048
40.648888,-73.782990
40.764942,-73.980415
40.741089,-73.984406
40.770618,-73.991951
40.750870,-73.994423
40.762081,-73.982513
40.732845,-73.981590
40.775703,-73.953484
40.694443,-73.992340
40.759277,-73.977852
40.740753,-73.978752
40.756439,-73.989349
40.763638,-73.965149
40.736916,-73.984619
40.730259,-73.983307
40.747711,-74.000565
40.728062,-74.003250
40.727386,-73.982613
40.745811,-73.993279
40.738811,-74.008034
40.725365,-73.996468
40.747211,-73.980820
40.777901,-73.948662
40.773540,-73.945801
40.751087,-73.990578
40.751606,-73.980309
40.771492,-73.982414
40.762985,-73.979500
40.727425,-73.993080
40.774124,-73.872063
40.754253,-73.972221
40.760414,-73.988815
40.735008,-74.002510
40.744598,-73.986336
40.756668,-73.977379
40.776398,-73.986465
40.775455,-73.947960
40.774811,-73.953903
40.741901,-73.977844
40.731445,-73.988480
40.762573,-73.968056
40.774338,-73.956039
40.784821,-73.955055
40.762402,-73.990280
40.730942,-73.985878
40.706692,-74.001503
40.733421,-73.999649
40.745449,-73.978195
40.704811,-74.011772
40.755817,-73.983765
40.704166,-74.012466
40.730618,-74.006439
40.735989,-73.997978
40.750607,-73.973549
40.750751,-73.977760
40.742821,-73.979706
40.712162,-74.015503
40.802956,-73.963036
40.769005,-73.862732
40.802872,-73.967628
40.732304,-73.984711
40.745434,-73.987740
40.756554,-73.989975
40.756554,-73.989975
40.644848,-73.781822
40.732216,-73.984055
40.720249,-73.989487
40.727364,-73.984985
40.721573,-73.984009
40.767498,-73.982460
40.774021,-73.948540
40.762234,-73.986244
40.779217,-73.947037
40.777348,-73.950478
40.782993,-73.952835
40.766724,-73.983337
40.752804,-73.984566
40.707920,-74.003609
40.722130,-73.997131
40.755722,-73.968048
40.705219,-74.007607
40.741268,-73.997803
40.721519,-74.000519
40.714275,-74.006210
40.716576,-73.997246
40.711803,-74.010406
40.713921,-74.014023
40.758045,-73.977592
40.730587,-73.989006
40.734409,-73.989639
40.753723,-73.996941
40.768219,-73.982422
40.721664,-74.000374
40.751156,-73.987419
40.728214,-73.994400
40.754063,-73.993141
40.773823,-73.870956
40.764061,-73.982330
40.762714,-73.962791
40.757267,-73.971245
40.730743,-74.004585
40.671246,-73.981277
40.754860,-73.984695
40.754032,-73.987503
40.750690,-73.975533
40.711750,-74.008408
40.727745,-73.994919
40.747368,-73.996941
40.763855,-73.981903
40.753616,-73.992378
40.762978,-73.983269
40.761875,-73.972733
40.779484,-73.959946
40.775673,-73.982574
40.780437,-73.973000
40.758205,-73.977821
40.723232,-73.998672
40.773262,-73.981880
40.764297,-73.973816
40.768639,-73.958000
40.724392,-73.998634
40.749554,-73.976524
40.744736,-73.995140
40.751389,-73.974594
40.775536,-73.958282
40.773666,-73.946022
40.759747,-73.974174
40.747963,-73.973923
40.741856,-73.974365
40.742752,-74.004112
40.720444,-73.980049
40.725185,-73.999092
40.751740,-73.976143
40.774666,-73.956558
40.772552,-73.946976
40.725319,-73.992195
40.734486,-74.002213
40.727158,-74.000031
40.761509,-73.982521
40.743771,-73.983864
40.747719,-74.003372
40.774139,-73.957146
40.762276,-73.981750
40.763374,-73.982780
40.761024,-73.987167
40.740440,-73.986740
40.748085,-73.989326
40.790470,-73.973152
40.789822,-73.952408
40.732903,-73.984436
40.711296,-74.008789
40.707905,-74.012840
40.761120,-73.986992
40.775059,-73.981606
40.749596,-73.975594
40.763569,-73.969536
40.738129,-73.981361
40.792580,-73.975212
40.787052,-73.968124
40.775642,-73.982300
40.784008,-73.980034
40.713284,-74.015007
40.762283,-73.978790
40.784996,-73.949394
40.789425,-73.943344
40.745659,-73.978523
40.731983,-73.988045
40.748600,-74.008102
40.789227,-73.966530
40.791306,-73.972305
40.774704,-73.982407
40.733730,-74.006592
40.777302,-73.952393
40.631989,-73.968544
40.762211,-73.989716
40.753986,-73.980392
40.759022,-73.983353
40.742233,-74.000610
40.727474,-74.000854
40.719952,-74.010048
40.729076,-73.984322
40.722912,-73.982933
40.737385,-74.000610
40.744755,-74.006592
40.733253,-74.003006
40.730984,-74.001480
40.777309,-73.978867
40.767792,-73.982338
40.758961,-73.984009
40.767330,-73.986435
40.739620,-73.984856
40.733383,-73.999123
40.721462,-73.987556
40.720932,-73.987907
40.734196,-74.006264
40.731228,-73.982597
40.757469,-73.985847
40.719852,-73.987511
40.722343,-73.986938
40.724350,-73.992859
40.703819,-74.007523
40.760590,-73.980064
40.763954,-73.973618
40.773224,-73.982384
40.807549,-73.964371
40.749832,-73.991707
40.738113,-73.983658
40.722057,-73.999786
40.733131,-73.991142
40.709641,-74.016594
40.721958,-73.988823
40.750664,-73.992752
40.751232,-73.974686
40.779114,-73.950905
40.749611,-73.969360
40.768444,-73.955444
40.778664,-73.953278
40.770725,-73.953987
40.758499,-73.984703
40.706379,-74.015961
40.741283,-73.978477
40.742855,-73.980408
40.772881,-73.960014
40.749996,-73.990616
40.744011,-73.984413
40.756805,-73.975067
40.731064,-73.992264
40.727715,-73.988396
40.740406,-73.979179
40.719723,-74.005142
40.724674,-73.995705
40.714863,-74.008064
40.737274,-73.996628
40.743614,-73.976860
40.726955,-73.983559
40.738586,-74.003647
40.757568,-73.965889
40.766804,-73.959938
40.724590,-73.990639
40.679798,-73.974274
40.728622,-74.000343
40.754604,-73.988152
40.739876,-74.005432
40.760441,-73.991158
40.725117,-73.996841
40.760113,-73.972427
40.771103,-73.865990
40.760265,-73.981895
40.764282,-73.961693
40.759697,-73.970047
40.725967,-73.998344
40.753174,-73.996414
40.758942,-73.977608
40.770588,-73.987442
40.763664,-73.982712
40.797993,-73.963837
40.784000,-73.946686
40.750603,-73.974350
40.779312,-73.949242
40.769161,-73.984909
40.747250,-73.985611
40.750431,-73.971870
40.735600,-73.991890
40.734695,-73.990822
40.734325,-73.988579
40.761406,-73.983505
40.783642,-73.974297
40.771198,-73.982338
40.727890,-73.982254
40.752392,-73.986008
40.761631,-73.960686
40.770374,-73.957458
40.759575,-73.984207
40.762341,-73.986168
40.711426,-74.008820
40.756565,-73.971947
40.750362,-73.992088
40.762074,-73.982185
40.776749,-73.979309
40.771919,-73.967522
40.758060,-73.966240
40.737469,-73.984177
40.740620,-73.984055
40.726799,-73.999489
40.742493,-73.993004
40.734531,-73.986290
40.750469,-73.994560
40.768627,-73.987167
40.765736,-73.983528
40.758381,-73.985085
40.735600,-74.000465
40.723282,-73.995377
40.749390,-73.995667
40.761452,-73.984123
40.747513,-73.987701
40.707031,-74.016869
40.739532,-74.002609
40.747196,-74.008179
40.737370,-73.996452
40.755035,-73.983910
40.752071,-73.977554
40.778229,-73.982208
40.767826,-73.982452
40.736000,-74.001541
40.727943,-74.002136
40.801151,-73.961411
40.734810,-74.000031
40.744221,-74.006760
40.738316,-73.996246
40.723423,-73.988457
40.725620,-73.983841
40.719204,-73.989815
40.725182,-73.992821
40.724823,-73.990494
40.741123,-74.001572
40.741093,-74.005043
40.709957,-74.009872
40.741020,-73.997734
40.752033,-73.975922
40.720215,-73.988739
40.758179,-73.966240
40.748230,-73.984764
40.759892,-73.987831
40.768669,-73.987106
40.749294,-73.994331
40.733280,-73.975609
40.742798,-73.952110
40.758339,-73.965927
40.754829,-73.980049
40.733330,-73.987251
40.749180,-73.988411
40.760605,-73.987274
40.763920,-73.974060
40.779839,-73.980736
40.777035,-73.982719
40.770557,-73.987488
40.782440,-73.980705
40.771553,-73.961403
40.762768,-73.974152
40.757496,-73.963531
40.774132,-73.951332
40.781010,-73.949570
40.733799,-73.999413
40.759010,-73.977272
40.733124,-73.991188
40.737465,-73.996758
40.742859,-74.000198
40.765194,-73.975166
40.748524,-73.992592
40.743462,-73.999771
40.772411,-73.958580
40.784740,-73.948532
40.751774,-73.993607
40.756851,-73.978416
40.726048,-73.983589
40.775913,-73.953323
40.772255,-73.986229
40.761017,-73.983116
40.718243,-73.985413
40.732365,-73.987907
40.722672,-73.988037
40.717861,-73.985390
40.728039,-74.002327
40.685940,-73.972580
40.719643,-73.987572
40.724735,-73.987488
40.754974,-73.973656
40.741039,-74.005043
40.743687,-73.979530
40.724567,-73.994080
40.761868,-73.979614
40.758495,-73.965462
40.766350,-73.956970
40.769772,-73.863602
40.765499,-73.980400
40.759735,-73.965065
40.778713,-73.948112
40.745846,-73.978165
40.755222,-73.974503
40.721645,-73.999977
40.712406,-74.009895
40.711781,-74.007767
40.749645,-73.990746
40.734215,-74.002434
40.705624,-74.006042
40.722935,-74.005180
40.688202,-73.980614
40.741161,-73.993713
40.751583,-73.974602
40.725250,-73.996506
40.715115,-73.946243
40.719395,-73.990105
40.730759,-73.992683
40.729717,-73.993187
40.727009,-73.993866
40.743137,-73.984154
40.739410,-73.984802
40.753590,-73.988968
40.710201,-74.016373
40.723045,-73.998619
40.737720,-73.983917
40.764526,-73.991356
40.767426,-73.959396
40.763634,-73.988914
40.739731,-73.989632
40.750420,-73.994736
40.755913,-73.973427
40.753899,-73.984917
40.763149,-73.969749
40.771362,-73.982307
40.711346,-74.010910
40.733875,-73.993042
40.720875,-73.984123
40.722267,-73.991760
40.755184,-73.994926
40.751057,-73.994041
40.741337,-73.985596
40.720516,-74.005112
40.718876,-73.988022
40.724575,-73.987633
40.755646,-73.987320
40.755802,-73.973923
40.727028,-73.991516
40.750736,-73.978889
40.759846,-73.984451
40.751404,-73.994118
40.732288,-74.003517
40.733891,-74.002762
40.663422,-73.984589
40.665794,-73.982658
40.719585,-73.998863
40.760834,-73.972740
40.762718,-73.959595
40.764256,-73.969978
40.760815,-73.980385
40.773663,-73.961731
40.767162,-73.954002
40.758526,-73.989624
40.729877,-73.993217
40.736626,-73.989052
40.768559,-73.969978
40.750473,-73.971748
40.736015,-73.997673
40.749187,-73.975685
40.751186,-73.990639
40.797611,-73.969627
40.763477,-73.973320
40.725166,-73.981346
40.730381,-74.002510
40.674580,-73.981651
40.670586,-73.957817
40.671864,-73.938362
40.721764,-73.997437
40.743412,-73.983841
40.757736,-73.982315
40.760288,-74.002907
40.774937,-73.958908
40.761738,-73.971123
40.754810,-73.974632
40.750973,-73.990768
40.714600,-74.008438
40.730270,-73.989334
40.740360,-73.976128
40.760010,-73.961754
40.770672,-73.960640
40.760410,-73.969734
40.753727,-73.975449
40.725979,-74.000237
40.750134,-73.991142
40.749180,-73.983932
40.721573,-73.997360
40.737022,-73.992950
40.772053,-73.965950
40.741085,-73.984985
40.734539,-73.989815
40.733948,-73.978127
40.759018,-73.973518
40.747459,-74.000992
40.747513,-74.000504
40.721355,-73.992592
40.760120,-73.981110
40.738598,-73.985443
40.812454,-73.936844
40.803822,-73.955948
40.738510,-73.985268
40.730331,-74.002571
40.724667,-73.998314
40.709846,-74.011391
40.742310,-73.985466
40.755798,-73.970787
40.784489,-73.948257
40.757984,-73.963600
40.769276,-73.957130
40.777508,-73.955147
40.771816,-73.946365
40.763489,-73.970848
40.761410,-73.970604
40.755569,-73.975098
40.769302,-73.965477
40.773762,-73.981956
40.731441,-73.992104
40.729515,-73.993698
40.718719,-73.989861
40.748653,-73.988770
40.751507,-73.976593
40.768555,-73.965950
40.764732,-73.968658
40.750301,-73.974937
40.759140,-73.968460
40.747284,-73.977829
40.748344,-73.984901
40.739799,-73.986778
40.734032,-74.002861
40.740921,-74.007622
40.719330,-73.990135
40.735439,-74.008331
40.721458,-73.995132
40.683659,-73.978897
40.755264,-73.971451
40.757759,-73.987991
40.754807,-73.975647
40.778889,-73.983215
40.792686,-73.967537
40.791576,-73.974258
40.794445,-73.973869
40.761417,-73.971268
40.750389,-73.979240
40.727894,-73.995468
40.758656,-73.986336
40.751499,-73.990143
40.757267,-73.975960
40.740379,-74.001961
40.739487,-73.976555
40.748417,-74.003639
40.779327,-73.957779
40.764828,-73.955315
40.790878,-73.953659
40.723846,-73.988037
40.776558,-73.979485
40.740105,-74.007233
40.757122,-73.971977
40.758240,-73.969124
40.782463,-73.971527
40.749756,-73.975441
40.734493,-74.002434
40.758644,-73.985413
40.755310,-73.973770
40.743744,-73.987778
40.752205,-73.978210
40.714394,-74.002533
40.737728,-74.000183
40.722954,-74.008186
40.748253,-73.989128
40.748524,-73.978256
40.747227,-73.996994
40.780804,-73.981346
40.779266,-73.944740
40.741394,-73.989189
40.742641,-74.007210
40.729214,-73.990448
40.748299,-73.984474
40.737473,-73.980896
40.795956,-73.943542
40.798752,-73.963104
40.754776,-73.968796
